publisher,genres,app_name,specs,price,early_access,developer,sentiment,metascore,release_year,Indie
"Playdius, Plug In Digital","['Action', 'Adventure', 'Indie', 'RPG']",Aurion: Legacy of the Kori-Odan,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",14.99,False,Kiro'o Games,mixed,69.0,2016,1
"FromSoftware, Inc., BANDAI NAMCO Entertainment",['Action'],DARK SOULS™ III,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",59.99,False,"FromSoftware, Inc.",very positive,89.0,2016,0
Spearhead Games,"['Action', 'Adventure', 'Indie', 'RPG']",Stories: The Path of Destinies,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Spearhead Games,mostly Positive,74.0,2016,1
Zillion Whales,"['Action', 'Indie', 'Strategy']",Mushroom Wars,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,"Zillion Whales,Creat Studios",mostly Positive,80.0,2016,1
"Pieces Interactive, THQ Nordic","['Action', 'Adventure', 'Indie']",Kill to Collect,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Pieces Interactive,mixed,57.0,2016,1
,nan,Hover Junkers,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'SteamVR Collectibles', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']",34.99,False,,mostly Positive,80.0,0,0
Devolver Digital,"['Action', 'Adventure', 'Indie']",Enter the Gungeon,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,False,Dodge Roll,positive,84.0,2016,1
,nan,Job Simulator,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'SteamVR Collectibles', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Room-Scale']",19.99,False,,mixed,68.0,0,0
,nan,The Gallery - Episode 1: Call of the Starseed,"['Single-player', 'Steam Achievements', 'SteamVR Collectibles', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']",19.99,False,,mostly Positive,79.0,0,0
iNK Stories,"['Adventure', 'Indie']",1979 Revolution: Black Friday,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",5.99,False,"iNK Stories,N-Fusion Interactive",mostly Positive,80.0,2016,1
Beamdog,"['RPG', 'Strategy']",Baldur's Gate: Siege of Dragonspear,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Captions available']",19.99,False,Beamdog,mostly Positive,77.0,2016,0
Clever-Plays,nan,Leap of Fate,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",15.99,False,Clever-Plays,mostly Positive,80.0,2016,0
"Fishing Cactus, Plug In Digital","['Action', 'Adventure', 'Indie']",Epistory - Typing Chronicles,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards']",14.99,False,Fishing Cactus,mostly Positive,74.0,2016,1
Fruitbat Factory,"['Adventure', 'Indie']",Magical Eyes - Red is for Anguish,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",14.99,False,Pomera Studios,mostly Positive,77.0,2016,1
Phoenix Online Publishing,['Adventure'],The Last Door: Season 2 - Collector's Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",9.99,False,The Game Kitchen,positive,85.0,2016,0
Digerati Distribution,"['Action', 'Indie']",Slain: Back from Hell,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",12.99,False,Andrew Gilmour,mostly Positive,74.0,2016,1
Gaming Corps AB,"['Adventure', 'Casual', 'Indie']",The Descendant: Rest of Season,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",14.99,False,Gaming Corps AB,mixed,57.0,2016,1
"Microids Indie, Microids","['Adventure', 'Casual', 'Indie']",The Descendant,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",14.99,False,Gaming Corps AB,mixed,59.0,2016,1
Double Fine Productions,['Adventure'],Day of the Tentacle Remastered,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']",14.99,False,Double Fine Productions,positive,86.0,2016,0
Slitherine Ltd.,"['Simulation', 'Strategy']",Polaris Sector,['Single-player'],39.99,False,SoftWarWare,mostly Positive,76.0,2016,0
Out of the Park Developments,"['Indie', 'Simulation', 'Sports', 'Strategy']",Out of the Park Baseball 17,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",19.99,False,Out of the Park Developments,very positive,92.0,2016,1
Mode 7,"['Indie', 'Strategy']",Music Pack - Music for Code EP,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support']",3.99,False,Mode 7,positive,85.0,2016,1
Kitfox Games,"['Adventure', 'Indie', 'RPG']",Moon Hunters,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,Kitfox Games,mixed,62.0,2016,1
2K,"['Simulation', 'Sports']",WWE 2K16,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Full controller support']",49.99,False,"Visual Concepts,Yuke's",mostly Positive,74.0,2016,0
Degica,"['Action', 'Indie']",Deathsmiles,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,"CAVE Interactive CO.,LTD.",mostly Positive,78.0,2016,1
Yukitama Creative Industries,"['Indie', 'Strategy']","Gremlins, Inc.","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",14.99,False,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",mostly Positive,75.0,2016,1
Selenion Games,"['Action', 'Indie', 'RPG']",Ares Omega,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",0.99,False,Selenion Games,mixed,49.0,2016,1
Iceberg Interactive,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",Into the Stars,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,False,Fugitive Games,mixed,61.0,2016,1
Merge Games,['Action'],E.T. Armies,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Raspina Studio,mixed,54.0,2016,0
Chucklefish,"['Indie', 'RPG', 'Simulation']",Stardew Valley,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",14.99,False,ConcernedApe,very positive,89.0,2016,1
Ubisoft,"['Action', 'Adventure']",Far Cry® Primal,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",49.99,False,Ubisoft,mostly Positive,74.0,2016,0
Wadjet Eye Games,"['Adventure', 'Indie', 'RPG']",Shardlight,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Wadjet Eye Games,mostly Positive,75.0,2016,1
Daedalic Entertainment,"['Adventure', 'Indie']",Deponia Doomsday,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Daedalic Entertainment,mostly Positive,76.0,2016,1
Nkidu Games Inc.,"['Action', 'Indie']",Blood Alloy: Reborn,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",12.99,False,Suppressive Fire Games,mixed,48.0,2016,1
Wales Interactive,"['Adventure', 'Indie']",Soul Axiom,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Wales Interactive,mixed,57.0,2016,1
Crate Entertainment,"['Action', 'Adventure', 'Indie', 'RPG']",Grim Dawn,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",24.99,False,Crate Entertainment,positive,83.0,2016,1
EuroVideo Medien GmbH,['Adventure'],Heaven's Hope - Special Edition,"['Single-player', 'Steam Achievements']",19.99,False,Mosaic Mask Studios,mostly Positive,74.0,2016,0
Tribute Games Inc.,"['Action', 'Indie']",Ninja Senki DX,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,Tribute Games Inc.,mostly Positive,72.0,2016,1
"Varkian Empire, Deck13","['Action', 'Indie', 'Racing']",Obliteracers,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Varkian Empire,mostly Positive,78.0,2016,1
Sorath,"['Action', 'Indie']",Devil Daggers,['Single-player'],4.99,False,Sorath,positive,83.0,2016,1
Paradox Interactive,"['Simulation', 'Strategy']",Cities: Skylines - Snowfall,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",12.99,False,Colossal Order Ltd.,mostly Positive,72.0,2016,0
THQ Nordic,"['Simulation', 'Strategy']","Codename: Panzers, Phase One","['Single-player', 'Multi-player', 'Includes level editor']",14.99,False,"Stormregion,THQ Nordic",positive,81.0,2004,0
THQ Nordic,"['Simulation', 'Strategy']","Codename: Panzers, Phase Two","['Single-player', 'Multi-player', 'Co-op', 'Includes level editor']",14.99,False,"Stormregion,THQ Nordic",mostly Positive,80.0,2005,0
"KOEI TECMO GAMES CO., LTD.",['Action'],ARSLAN: THE WARRIORS OF LEGEND,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",59.99,False,"KOEI TECMO GAMES CO., LTD.",mixed,57.0,2016,0
SCS Software,"['Indie', 'Simulation']",American Truck Simulator,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",19.99,False,SCS Software,mostly Positive,76.0,2016,1
,nan,Rise of the Tomb Raider™,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Gamepad', 'Seated', 'Standing', 'Room-Scale']",59.99,False,,positive,86.0,0,0
"Panic Inc., Campo Santo","['Adventure', 'Indie']",Firewatch,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Campo Santo,positive,81.0,2016,1
"2K, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],XCOM® 2,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",59.99,False,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",very positive,88.0,2016,0
Mojang,"['Action', 'Adventure', 'Indie']",Cobalt,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,Oxeye Game Studio,mixed,69.0,2016,1
Rusty Lake,"['Adventure', 'Indie']",Rusty Lake Hotel,"['Single-player', 'Steam Trading Cards']",1.99,False,Rusty Lake,mixed,65.0,2016,1
Blooming Buds Studio,['Indie'],CALENDULA,"['Single-player', 'Steam Achievements', 'Steam Cloud']",6.99,False,Blooming Buds Studio,mixed,67.0,2016,1
Daniel Wright,"['Action', 'Indie', 'RPG']",DarkMaus,"['Single-player', 'Partial Controller Support']",9.99,False,Daniel Wright,positive,83.0,2016,1
"Retroism, Enlight Software Limited",['Strategy'],Nemesis of the Roman Empire,['Single-player'],9.99,False,Haemimont Games,mostly Positive,74.0,2004,0
Infamous Quests,"['Adventure', 'Indie']",The Order of the Thorne - The King's Challenge,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,False,Infamous Quests,mostly Positive,71.0,2016,1
Butterscotch Shenanigans,"['Action', 'Adventure', 'Indie', 'RPG']",Crashlands,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Butterscotch Shenanigans,mostly Positive,78.0,2016,1
AtomicTorch Studio,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Dinocide,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,AtomicTorch Studio,mixed,51.0,2016,1
Those Awesome Guys,"['Action', 'Indie']",Move or Die,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",14.99,False,Those Awesome Guys,mostly Positive,80.0,2016,1
Coffee Stain Publishing,"['Indie', 'Simulation']",The Westport Independent,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,Double Zero One Zero,mixed,63.0,2016,1
"Retroism, Enlight Software Limited",['Strategy'],Warlords Battlecry III,"['Single-player', 'Steam Trading Cards']",9.99,False,Infinite Interactive,mostly Positive,73.0,2004,0
,['Adventure'],Monumental,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,False,Whipstitch Games,mixed,41.0,2016,0
"Lace Games, KISS ltd","['Action', 'Adventure', 'Indie']",Between Me and The Night,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,RainDance LX,mixed,62.0,2016,1
Mangatar Games,"['Action', 'Indie']",Slybots: Frantic Zone,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",6.99,False,"Team ERROR,Tiny Colossus",mixed,65.0,2016,1
Phosphor Games,"['Action', 'Adventure']",Gemini: Heroes Reborn,"['Single-player', 'Steam Achievements', 'Full controller support']",14.99,False,Phosphor Games,mixed,54.0,2016,0
Daedalic Entertainment,"['Action', 'Indie']",Shooting Stars!,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",4.99,False,Bloodirony,mixed,59.0,2016,1
YCJY,"['Action', 'Adventure', 'Indie']",The Aquatic Adventure of the Last Human,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,YCJY,mostly Positive,76.0,2016,1
Awfully Nice Studios,"['Action', 'Indie']",The Bug Butcher,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",7.99,False,Awfully Nice Studios,positive,81.0,2016,1
ATLUS USA,"['Action', 'Adventure', 'Indie']",The Deadly Tower of Monsters,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,ACE Team,mostly Positive,73.0,2016,1
Red Hook Studios,"['Indie', 'RPG', 'Strategy']",Darkest Dungeon®,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",24.99,False,Red Hook Studios,positive,84.0,2016,1
Degica,"['Indie', 'RPG']",Echoes of Aetheria,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",14.99,False,Dancing Dragon Games,mostly Positive,77.0,2016,1
Retroism,['Simulation'],Falcon 4.0,"['Single-player', 'Multi-player', 'Steam Trading Cards']",6.99,False,Microprose,positive,85.0,1998,0
Black Shell Media,"['Adventure', 'Casual', 'Indie']",Anomaly 1729,"['Single-player', 'Full controller support']",9.99,False,"Anvil Drop, LLC",mixed,49.0,2015,1
Daniel Mullins Games,['Indie'],Pony Island,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",4.99,False,Daniel Mullins Games,positive,86.0,2016,1
Fruitbat Factory,"['Action', 'Indie']",Sora,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",8.99,False,Orange_Juice,mostly Positive,74.0,2016,1
Gravity Interactive,"['Free to Play', 'Massively Multiplayer']",Dragon Saga,"['Single-player', 'Multi-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",Free to Play,False,Gravity Interactive,mixed,65.0,2010,0
"Jundroo, LLC","['Indie', 'Simulation']",SimplePlanes,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",12.99,False,"Jundroo, LLC",mixed,67.0,2015,1
Wargaming.net,['Strategy'],Total Annihilation,"['Single-player', 'Multi-player']",4.99,False,Cavedog Entertainment,positive,86.0,1997,0
Sketchy Logic,"['Adventure', 'Indie']",Aviary Attorney,"['Single-player', 'Steam Trading Cards', 'Captions available']",14.99,False,Sketchy Logic,mostly Positive,77.0,2015,1
Stygian Software,"['Indie', 'RPG']",UnderRail,"['Single-player', 'Steam Achievements']",14.99,False,Stygian Software,mostly Positive,72.0,2015,1
OlderBytes,"['Adventure', 'Indie', 'RPG']",Swords and Sorcery - Underworld - Definitive Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,OlderBytes,mixed,66.0,2015,1
Trion Worlds,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Devilian,"['Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards']",Free to Play,False,Bluehole Ginno Games,mixed,63.0,2015,0
iFun4all S.A.,"['Action', 'Indie']",Red Game Without A Great Name,['Single-player'],2.99,False,iFun4all S.A.,mixed,55.0,2015,1
Zoink Games,"['Action', 'Adventure']",Zombie Vikings,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",11.99,False,Zoink Games,mostly Positive,74.0,2015,0
